06073	113407
06075	1523
06077	26302
06079	2709
06081	17438
06083	4477
06085	52575
06087	1832
06089	8654
06091	18
06093	595
06095	18459
06097	11290
06099	25704
06101	3698
06103	2384
06105	142
06107	15614
06109	1186
06111	33850
06113	2023
06115	1760
08001	3360
08003	38
08005	8895
08007	51
08009	37
08011	67
08013	1028
08014	266
08015	75
08017	6
08019	49
08021	18
08023	7
08025	39
08027	16
08029	258
08031	3799
08033	11
08035	1538
08037	1374
08039	188
08041	3634
08043	480
08045	288
08047	22
08049	26
08051	47
08053	2
08055	48
08057	3
08059	14913
08061	18
08063	43
08065	34
08067	215
08069	2150
08071	104
08073	14
08075	223
08077	1878
08079	3
08081	54
08083	115
08085	281
08087	187
08089	275
08091	28
08093	90
08095	30
08097	82
08099	133
08101	1706
08103	24
08105	35
08107	59
08109	14
08111	1
08113	17
08115	22
08117	71
08119	154
08121	45
08123	1406
08125	73
09001	20641
09003	20676
09005	6440
09007	5609
09009	24319
09011	7236
09013	6718
09015	3633
11001	1778
51059	1
10001	3732
10003	7240
10005	4095
12001	9107
12003	924
12005	15302
12007	816
12009	50061
12011	122555
12013	418
12015	22336
12017	15293
12019	9679
12021	24721
12023	1195
12027	910
12029	334
12031	32309
12033	13236
12035	10170
12037	241
12039	803
12041	541
12043	113
12045	383
12047	285
12049	389
12051	349
12053	22034
12055	4896
12057	83527
12059	601
12061	14681
12063	899
12065	195
12067	161
12069	19054
12071	66272
12073	5987
12075	1717
12077	151
12079	349
12081	30282
12083	24444
12085	17260
12086	135795
12087	3514
12089	3259
12091	9852
12093	767
12095	68952
12097	17034
12099	97512
12101	38590
12103	86990
12105	37553
12107	1741
12109	13374
12111	22196
12113	9844
12115	43745
12117	43549
12119	3434
12121	1683
12123	687
12125	211
12127	36010
12129	994
12131	2140
12133	706
13001	438
13003	122
13005	244
13007	20
13009	804
13011	351
13013	1411
13015	2663
13017	550
13019	393
13021	2448
13023	217
13025	336
13027	421
13029	655
13031	964
13033	428
13035	516
13037	73
13039	1332
13043	169
13045	2741
13047	1681
13049	193
13051	4200
13053	81
13055	882
13057	4947
13059	842
13061	25
13063	5684
13065	80
13067	14398
13069	1700
13071	1067
13073	4878
13075	295
13077	3376
13079	396
13081	414
13083	408
13085	494
13087	863
13089	6704
13091	403
13093	234
13095	1942
13097	3160
13099	186
13101	86
13103	2065
13105	417
13107	443
13109	186
13111	356
13113	5058
13115	1731
13117	2839
13119	583
13121	7707
13123	429
13125	123
13127	1400
13129	1522
13131	794
13133	268
13135	10052
13137	722
13139	3820
13141	67
13143	1005
13145	1292
13147	646
13149	365
13151	5142
13153	4892
13155	245
13157	1434
13159	300
13161	500
13163	240
13165	252
13167	123
13169	832
13171	559
13173	110
13175	1029
13177	650
13179	888
13181	201
13183	111
13185	2817
13187	582
13189	513
13191	123
13193	153
13195	680
13197	184
13199	423
13201	133
13205	548
13207	425
13209	114
13211	255
13213	1065
13215	2556
13217	1991
13219	780
13221	307
13223	3502
13225	627
13227	726
13229	552
13231	561
13233	1275
13235	111
13237	231
13239	41
13241	181
13243	55
13245	6369
13247	2075
13249	86
13251	394
13253	224
13255	1875
13257	389
13259	60
13261	607
13263	55
13265	17
13267	317
13269	186
13271	182
13273	142
13275	737
13277	597
13279	526
13281	146
13283	83
13285	1069
13287	141
13289	180
13291	351
13293	939
13295	2490
13297	3944
13299	924
13301	57
13303	327
13305	866
13307	22
13309	6
13311	520
13313	2083
13315	161
13317	167
13319	170
13321	534
15001	1698
15003	9031
15005	1
15007	358
15009	1190
19001	91
19003	52
19005	132
19007	294
19009	74
19011	410
19013	1734
19015	353
19017	238
19019	299
19021	109
19023	164
19025	132
19027	175
19029	147
19031	317
19033	389
19035	117
19037	135
19039	131
19041	155
19043	162
19045	820
19047	118
19049	496
19051	158
19053	95
19055	222
19057	999
19059	150
19061	1026
19063	108
19065	305
19067	255
19069	92
19071	124
19073	113
19075	106
19077	122
19079	193
19081	115
19083	159
19085	250
19087	348
19089	114
19091	115
19093	64
19095	176
19097	330
19099	497
19101	213
19103	685
19105	239
19107	192
19109	122
19111	1003
19113	2723
19115	205
19117	151
19119	83
19121	212
19123	388
19125	471
19127	422
19129	227
19131	143
19133	177
19135	150
19137	203
19139	782
19141	129
19143	48
19145	209
19147	57
19149	302
19151	70
19153	5376
19155	1687
19157	184
19159	59
19161	84
19163	2184
19165	108
19167	214
19169	413
19171	218
19173	48
19175	181
19177	139
19179	729
19181	665
19183	301
19185	118
19187	497
19189	103
19191	125
19193	2017
19195	77
19197	172
16001	13236
16003	49
16005	497
16007	34
16009	89
16011	325
16013	61
16015	51
16017	310
16019	727
16021	91
16023	13
16025	1
16027	2037
16029	34
16031	176
16033	2
16035	61
16037	13
16039	231
16041	102
16043	55
16045	266
16047	102
16049	95
16051	195
16053	191
16055	1457
16057	135
16059	40
16061	37
16063	27
16065	97
16067	216
16069	453
16071	28
16073	97
16075	293
16077	47
16079	108
16081	24
16083	656
16085	32
16087	135
17001	1419
17003	175
17005	411
17007	869
17009	84
17011	569
17013	87
17015	333
17017	300
17019	1826
17021	924
17023	418
17025	360
17027	668
17029	874
17031	32812
17033	528
17035	282
17037	1234
17039	254
17041	309
17043	8132
17045	587
17047	140
17049	689
17051	393
17053	243
17055	1277
17057	894
17059	150
17061	336
17063	989
17065	189
17067	498
17069	82
17071	154
17073	974
17075	656
17077	964
17079	237
17081	909
17083	659
17085	256
17087	353
17089	4650
17091	2558
17093	1457
17095	1078
17097	6088
17099	2523
17101	396
17103	765
17105	640
17107	576
17109	513
17111	4616
17113	1562
17115	2123
17117	1307
17119	8199
17121	1118
17123	231
17125	413
17127	369
17129	294
17131	345
17133	864
17135	757
17137	772
17139	178
17141	1043
17143	2804
17145	546
17147	254
17149	407
17151	51
17153	152
17155	108
17157	797
17159	347
17161	1996
17163	4428
17165	779
17167	3876
17169	155
17171	136
17173	418
17175	114
17177	801
17179	2965
17181	430
17183	2104
17185	256
17187	344
17189	378
17191	306
17193	410
17195	1345
17197	12402
17199	1770
17201	5015
17203	663
18001	609
18003	8469
18005	2114
18007	214
18009	341
18011	867
18013	278
18015	709
18017	1533
18019	2620
18021	974
18023	1056
18025	303
18027	769
18029	1451
18031	504
18033	1392
18035	2336
18037	601
18039	6757
18041	891
18043	1709
18045	436
18047	772
18049	645
18051	728
18053	1602
18055	737
18057	5546
18059	2309
18061	1532
18063	4204
18065	1229
18067	1713
18069	1339
18071	1036
18073	790
18075	561
18077	839
18079	739
18081	2308
18083	1074
18085	1283
18087	493
18089	17172
18091	2584
18093	1579
18095	2937
18097	10770
18099	1409
18101	221
18103	901
18105	1471
18107	1049
18109	2535
18111	678
18113	817
18115	195
18117	511
18119	585
18121	363
18123	444
18125	342
18127	3884
18129	664
18131	475
18133	965
18135	700
18137	647
18139	385
18141	5463
18143	994
18145	1002
18147	564
18149	935
18151	608
18153	778
18155	318
18157	1977
18159	601
18161	212
18163	5948
18165	714
18167	3659
18169	670
18171	291
18173	1488
18175	857
18177	1693
18179	615
18181	586
18183	731
20001	341
20003	142
20005	285
20007	70
20009	390
20011	340
20013	180
20015	1186
20017	23
20019	59
20021	672
20023	21
20025	14
20027	131
20029	125
20031	151
20033	13
20035	645
20037	863
20039	27
20041	304
20043	124
20045	680
20047	55
20049	49
20051	285
20053	78
20055	251
20057	312
20059	495
20061	271
20063	19
20065	26
20067	61
20069	47
20071	5
20073	95
20075	12
20077	112
20079	540
20081	26
20083	25
20085	242
20087	331
20089	29
20091	4079
20093	12
20095	125
20097	28
20099	494
20101	13
20103	1146
20105	53
20107	160
20109	25
20111	507
20113	395
20115	166
20117	119
20119	33
20121	508
20123	58
20125	761
20127	97
20129	18
20131	81
20133	398
20135	30
20137	48
20139	291
20141	41
20143	100
20145	84
20147	48
20149	239
20151	129
20153	23
20155	1153
20157	40
20159	133
20161	316
20163	61
20165	38
20167	84
20169	836
20171	63
20173	6219
20175	203
20177	2534
20179	19
20181	66
20183	39
20185	64
20187	10
20189	41
20191	445
20193	65
20195	20
20197	100
20199	15
20201	51
20203	12
20205	228
20207	74
20209	1684
21001	457
21003	485
21005	734
21007	251
21009	992
21011	275
21013	569
21015	2495
21017	357
21019	1843
21021	539
21023	276
21025	320
21027	440
21029	2652
21031	348
21033	329
21035	722
21037	2136
21039	142
21041	281
21043	896
21045	441
21047	1270
21049	738
21051	393
21053	186
21055	262
21057	89
21059	2815
21061	331
21063	118
21065	503
21067	3493
21069	439
21071	843
21073	1516
21075	145
21077	254
21079	406
21081	704
21083	1109
21085	724
21087	342
21089	1321
21091	303
21093	1954
21095	750
21097	575
21099	448
21101	1543
21103	468
21105	200
21107	1361
21109	344
21111	12764
21113	1034
21115	593
21117	3957
21119	357
21121	685
21123	366
21125	1624
21127	484
21129	218
21131	197
21133	747
21135	414
21137	702
21139	352
21141	748
21143	138
21145	1797
21147	385
21149	331
21151	1399
21153	281
21155	410
21157	907
21159	253
21161	454
21163	818
21165	140
21167	556
21169	307
21171	319
21173	595
21175	278
21177	982
21179	1177
21181	239
21183	745
21185	1174
21187	249
21189	82
21191	498
21193	655
21195	1773
21197	400
21199	1731
21201	50
21203	345
21205	608
21207	431
21209	868
21211	780
21213	447
21215	454
21217	568
21219	367
21221	278
21223	320
21225	471
21227	2380
21229	233
21231	456
21233	447
21235	871
21237	181
21239	652
47125	18
22001	1322
22003	436
22005	1938
22007	381
22009	897
22011	932
22013	208
22015	1842
22017	3099
22019	3224
22021	187
22023	117
22025	238
22027	205
22029	330
22031	498
22033	4206
22035	76
22037	302
22039	659
22041	379
22043	557
22045	1244
22047	395
22049	352
22051	7035
22053	735
22055	2630
22057	2275
22059	243
22061	434
22063	2766
22065	106
22067	440
22069	563
22071	1737
22073	2203
22075	375
22077	302
22079	2714
22081	121
22083	385
22085	417
22087	875
22089	828
22091	179
22093	283
22095	694
22097	1241
22099	845
22101	925
22103	4533
22105	2239
22107	42
22109	2290
22111	470
22113	1204
22115	980
22117	1178
22119	850
22121	307
22123	242
22125	138
22127	354
25001	3203
25003	4570
25005	13990
25007	72
25009	17901
25011	2020
25013	14578
25015	4354
25017	27507
25019	45
25021	12876
25023	11232
25025	2194
25027	15357
24001	2074
24003	15576
24005	20133
24009	3305
24011	1491
24013	6484
24015	4027
24017	4055
24019	1043
24021	5288
24023	624
24025	7484
24027	5240
24029	679
24031	12279
24033	7006
24035	2549
24037	2432
24039	501
24041	1999
24043	3726
24045	2533
24047	1174
24510	4440
23001	2918
23003	1385
23005	5341
23007	669
23009	558
23011	3065
23013	390
23015	593
23017	1257
23019	3083
23021	304
23023	637
23025	1572
23027	718
23029	455
23031	4206
26001	215
26003	98
26005	2423
26007	726
26009	353
26011	460
26013	138
26015	1411
26017	8871
26019	247
26021	3190
26023	1068
26025	2732
26027	1472
26029	311
26031	492
26033	535
26035	827
26037	1757
26039	299
26041	745
26043	478
26045	2115
26047	345
26049	9319
26051	669
26053	186
26055	1234
26057	1099
26059	1137
26061	347
26063	827
26065	3816
26067	1500
26069	554
26071	141
26073	1096
26075	5456
26077	3795
26079	353
26081	10487
26083	26
26085	249
26087	2606
26089	196
26091	2307
26093	20986
26095	107
26097	110
26099	34923
26101	416
26103	764
26105	655
26107	864
26109	564
26111	1836
26113	348
26115	10328
26117	1607
26119	175
26121	4052
26123	1352
26125	25328
26127	616
26129	610
26131	104
26133	675
26135	219
26137	413
26139	4850
26141	233
26143	469
26145	46474
26147	5323
26149	1460
26151	1370
26153	121
26155	2123
26157	1960
26159	1753
26161	2782
26163	27052
26165	793
27001	165
27003	5154
27005	302
27007	318
27009	403
27011	56
27013	390
27015	182
27017	428
27019	623
27021	284
27023	123
27025	743
27027	427
27029	73
27031	22
27033	146
27035	571
27037	3304
27039	178
27041	274
27043	124
27045	174
27047	323
27049	452
27051	45
27053	10421
27055	220
27057	151
27059	663
27061	393
27063	66
27065	265
27067	342
27069	39
27071	122
27073	56
27075	69
27077	29
27079	295
27081	45
27083	148
27085	269
27087	25
27089	80
27091	177
27093	291
27095	365
27097	402
27099	493
27101	65
27103	192
27105	128
27107	93
27109	1168
27111	522
27113	122
27115	364
27117	85
27119	341
27121	83
27123	4476
27125	32
27127	118
27129	146
27131	530
27133	90
27135	159
27137	1892
27139	1107
27141	1372
27143	124
27145	1040
27147	326
27149	57
27151	69
27153	262
27155	40
27157	224
27159	114
27161	205
27163	2638
27165	72
27167	52
27169	375
27171	1173
27173	113
29001	352
29003	416
29005	87
29007	481
29009	413
29011	307
29013	287
29015	314
29017	227
29019	1848
29021	1766
29023	1048
29025	218
29027	989
29029	670
29031	1240
29033	180
29035	90
29037	1779
29039	256
29041	129
29043	1400
29045	148
29047	2496
29049	380
29051	1168
29053	266
29055	628
29057	129
29059	339
29061	123
29063	159
29065	284
29067	46
29069	1002
29071	3039
29073	326
29075	81
29077	4477
29079	230
29081	150
29083	460
29085	122
29087	84
29089	187
29091	942
29093	166
29095	7255
29097	2510
29099	7810
29101	904
29103	47
29105	1004
29107	563
29109	849
29111	220
29113	1467
29115	256
29117	263
29119	362
29121	315
29123	333
29125	156
29127	658
29129	28
29131	534
29133	318
29135	269
29137	178
29139	323
29141	427
29143	443
29145	1471
29147	226
29149	170
29151	223
29153	133
29155	336
29157	342
29159	856
29161	944
29163	388
29165	1011
29167	638
29169	676
29171	89
29173	266
29175	505
29177	596
29179	150
29181	378
29183	9066
29185	176
29186	505
29187	1744
29189	26173
29195	303
29197	74
29199	65
29201	902
29203	152
29205	144
29207	795
29209	538
29211	127
29213	795
29215	617
29217	427
29219	700
29221	608
29223	241
29225	827
29227	28
29229	512
29510	3000
28001	415
28003	761
28005	276
28007	215
28009	124
28011	235
28013	187
28015	106
28017	323
28019	99
28021	55
28023	289
28025	218
28027	166
28029	425
28031	304
28033	3712
28035	1058
28037	66
28039	686
28041	214
28043	314
28045	925
28047	3232
28049	3027
28051	163
28053	74
28055	4
28057	678
28059	2568
28061	310
28063	38
28065	118
28067	1411
28069	89
28071	346
28073	859
28075	1040
28077	279
28079	311
28081	1392
28083	240
28085	651
28087	982
28089	914
28091	620
28093	535
28095	865
28097	197
28099	342
28101	468
28103	76
28105	367
28107	474
28109	1415
28111	261
28113	606
28115	693
28117	619
28119	58
28121	3191
28123	473
28125	48
28127	610
28129	199
28131	374
28133	228
28135	102
28137	571
28139	555
28141	465
28143	31
28145	578
28147	290
28149	502
28151	445
28153	451
28155	192
28157	60
28159	272
28161	243
28163	222
30001	36
30003	45
30005	23
30007	56
30009	89
30011	4
30013	773
30015	42
30017	134
30019	4
30021	100
30023	51
30025	23
30027	92
30029	821
30031	501
30033	4
30035	43
30037	3
30039	12
30041	120
30043	99
30045	9
30047	277
30049	505
30051	8
30053	248
30055	12
30057	53
30059	11
30061	45
30063	858
30065	79
30067	80
30069	2
30071	24
30073	43
30075	9
30077	44
30079	11
30081	427
30083	96
30085	41
30087	26
30089	119
30091	12
30093	223
30095	71
30097	13
30099	39
30101	29
30103	20
30105	43
30107	16
30109	1
30111	2293
37001	1580
37003	1056
37005	94
37007	313
37009	208
37011	109
37013	1150
37015	321
37017	521
37019	2069
37021	2872
37023	2524
37025	4021
37027	2629
37029	297
37031	1343
37033	413
37035	4402
37037	903
37039	463
37041	350
37043	145
37045	2558
37047	1054
37049	1992
37051	4835
37053	754
37055	936
37057	4225
37059	1205
37061	867
37063	1321
37065	635
37067	5565
37069	941
37071	5182
37073	310
37075	92
37077	655
37079	322
37081	6498
37083	901
37085	2046
37087	744
37089	1487
37091	315
37093	804
37095	72
37097	4676
37099	299
37101	3420
37103	144
37105	1047
37107	1266
37109	2411
37111	765
37113	484
37115	252
37117	468
37119	10907
37121	176
37123	354
37125	1278
37127	1387
37129	4160
37131	211
37133	3046
37135	1404
37137	381
37139	800
37141	1172
37143	301
37145	643
37147	1629
37149	288
37151	3107
37153	997
37155	1863
37157	1605
37159	3374
37161	1560
37163	1118
37165	630
37167	962
37169	797
37171	1023
37173	153
37175	291
37177	65
37179	4955
37181	430
37183	9903
37185	169
37187	258
37189	227
37191	2357
37193	1298
37195	1215
37197	874
37199	200
38001	16
38003	131
38005	33
38007	10
38009	59
38011	18
38013	17
38015	692
38017	1203
38019	33
38021	42
38023	9
38025	23
38027	19
38029	22
38031	18
38033	11
38035	487
38037	19
38039	17
38041	12
38043	20
38045	18
38047	12
38049	56
38051	19
38053	23
38055	55
38057	64
38059	263
38061	29
38063	32
38065	14
38067	56
38069	51
38071	92
38073	60
38075	19
38077	156
38079	64
38081	33
38083	13
38085	8
38087	1
38089	177
38091	9
38093	195
38095	28
38097	87
38099	84
38101	484
38103	37
38105	172
31001	425
31003	56
31005	1
31007	3
31009	2
31011	47
31013	106
31015	16
31017	25
31019	367
31021	86
31023	88
31025	310
31027	55
31029	18
31031	34
31033	83
31035	63
31037	77
31039	74
31041	112
31043	215
31045	57
31047	203
31049	11
31051	60
31053	424
31055	5658
31057	9
31059	69
31061	36
31063	12
31065	52
31067	312
31069	6
31071	11
31073	22
31075	6
31077	10
31079	556
31081	108
31083	34
31085	3
31087	23
31089	100
31091	5
31093	81
31095	134
31097	50
31099	65
31101	71
31103	5
31105	32
31107	60
31109	2968
31111	538
31113	10
31115	2
31117	3
31119	328
31121	98
31123	18
31125	24
31127	77
31129	46
31131	189
31133	34
31135	15
31137	91
31139	91
31141	317
31143	42
31145	99
31147	163
31149	9
31151	151
31153	1678
31155	300
31157	295
31159	172
31161	26
31163	30
31165	9
31167	55
31169	63
31171	12
31173	37
31175	27
31177	310
31179	63
31181	45
31183	11
31185	164
33001	1070
33003	554
33005	1312
33007	736
33009	1196
33011	9500
33013	3257
33015	9688
33017	2553
33019	1013
34001	5729
34003	12463
34005	9964
34007	10607
34009	2976
34011	3496
34013	3975
34015	9008
34017	2381
34019	2777
34021	4968
34023	15660
34025	14852
34027	9697
34029	20651
34031	6742
34033	1925
34035	4658
34037	4645
34039	4796
34041	3024
35001	3701
35003	21
35005	654
35006	65
35007	60
35009	610
35011	20
35013	3049
35015	576
35017	159
35019	15
35021	1
35023	24
35025	598
35027	95
35028	46
35029	204
35031	78
35033	10
35035	729
35037	106
35039	39
35041	206
35043	1038
35045	608
35047	49
35049	418
35051	133
35053	71
35055	48
35057	116
35059	37
35061	743
32001	287
32003	106157
32005	479
32007	274
32009	6
32011	15
32013	192
32015	50
32017	38
32019	710
32021	32
32023	1098
32027	49
32029	40
32031	4942
32033	39
32510	414
36001	12744
36003	1870
36005	1142
36007	8277
36009	2808
36011	4210
36013	4666
36015	4471
36017	1741
36019	3778
36021	3251
36023	1670
36025	1205
36027	16813
36029	39999
36031	1044
36033	1737
36035	3188
36037	2850
36039	1865
36041	71
36043	3264
36045	4939
36047	2693
36049	1055
36051	2465
36053	2697
36055	32626
36057	2249
36059	42817
36061	355
36063	11772
36065	11916
36067	25740
36069	4729
36071	16464
36073	1901
36075	7391
36077	1428
36079	4978
36081	5189
36083	9123
36085	10284
36087	9513
36089	5389
36091	12106
36093	6948
36095	820
36097	664
36099	1921
36101	3896
36103	57214
36105	1953
36107	2829
36109	1771
36111	8070
36113	3242
36115	3322
36117	6490
36119	9431
36121	2122
36123	816
39001	1013
39003	2819
39005	1432
39007	4252
39009	1117
39011	956
39013	2383
39015	1641
39017	23884
39019	816
39021	1005
39023	4059
39025	6799
39027	1037
39029	3898
39031	900
39033	1176
39035	20339
39037	1178
39039	809
39041	2982
39043	2220
39045	3468
39047	721
39049	16402
39051	1328
39053	1295
39055	2382
39057	2740
39059	1186
39061	16249
39063	1712
39065	878
39067	485
39069	741
39071	1086
39073	852
39075	420
39077	1749
39079	1312
39081	2414
39083	1112
39085	6047
39087	3333
39089	5369
39091	1000
39093	8814
39095	13918
39097	936
39099	21032
39101	1762
39103	8983
39105	876
39107	512
39109	2658
39111	496
39113	10641
39115	485
39117	941
39119	2686
39121	341
39123	1177
39125	585
39127	945
39129	1393
39131	953
39133	5394
39135	1164
39137	839
39139	2821
39141	2363
39143	1792
39145	3232
39147	1422
39149	1011
39151	9453
39153	13138
39155	12876
39157	3240
39159	1174
39161	799
39163	417
39165	4830
39167	2009
39169	2414
39171	879
39173	3503
39175	614
40001	404
40003	76
40005	287
40007	58
40009	354
40011	175
40013	791
40015	359
40017	2462
40019	1145
40021	767
40023	236
40025	18
40027	10012
40029	160
40031	3190
40033	135
40035	575
40037	2771
40039	513
40041	796
40043	85
40045	56
40047	1748
40049	582
40051	960
40053	83
40055	101
40057	33
40059	44
40061	236
40063	356
40065	575
40067	126
40069	206
40071	1362
40073	328
40075	184
40077	178
40079	1528
40081	839
40083	1072
40085	142
40087	1210
40089	547
40091	389
40093	183
40095	168
40097	1046
40099	273
40101	1997
40103	289
40105	190
40107	213
40109	21462
40111	1279
40113	1109
40115	1032
40117	420
40119	1347
40121	734
40123	625
40125	1712
40127	184
40129	28
40131	2846
40133	462
40135	883
40137	1221
40139	225
40141	116
40143	17720
40145	1780
40147	1308
40149	219
40151	157
40153	451
41001	183
41003	583
41005	3883
41007	240
41009	661
41011	563
41013	324
41015	164
41017	1988
41019	2372
41021	12
41023	61
41025	92
41027	106
41029	5356
41031	264
41033	2421
41035	1035
41037	79
41039	3760
41041	335
41043	1919
41045	343
41047	4131
41049	124
41051	6662
41053	1017
41055	29
41057	178
41059	930
41061	285
41063	44
41065	346
41067	5150
41069	15
41071	950
42001	2591
42003	24138
42005	2072
42007	8303
42009	1667
42011	11807
42013	3353
42015	1514
42017	28054
42019	5692
42021	4262
42023	196
42025	2118
42027	2383
42029	16844
42031	1181
42033	2283
42035	1119
42037	2312
42039	2205
42041	4424
42043	4419
42045	9002
42047	1023
42049	8263
42051	5097
42053	106
42055	3008
42057	394
42059	1100
42061	1084
42063	2335
42065	1315
42067	555
42069	6903
42071	10480
42073	3030
42075	2554
42077	15527
42079	11112
42081	3404
42083	1114
42085	3089
42087	1541
42089	3361
42091	26164
42093	445
42095	12098
42097	2947
42099	1211
42101	11152
42103	1084
42105	475
42107	4828
42109	709
42111	2243
42113	92
42115	926
42117	976
42119	891
42121	1651
42123	976
42125	7861
42127	1257
42129	11250
42131	841
42133	15421
44001	1229
44003	11119
44005	1544
44007	13576
44009	2605
45001	514
45003	4404
45005	70
45007	3967
45009	211
45011	459
45013	4362
45015	4128
45017	246
45019	6175
45021	1579
45023	778
45025	806
45027	557
45029	925
45031	1297
45033	523
45035	2239
45037	465
45039	323
45041	2128
45043	872
45045	6032
45047	1252
45049	251
45051	6304
45053	147
45055	1567
45057	1499
45059	1355
45061	251
45063	6968
45065	97
45067	577
45069	495
45071	568
45073	1596
45075	1749
45077	3313
45079	7736
45081	240
45083	5661
45085	2842
45087	742
45089	360
45091	3742
46003	18
46005	119
46007	9
46009	42
46011	157
46013	271
46015	45
46017	4
46019	65
46021	15
46023	42
46025	32
46027	79
46029	256
46031	12
46033	53
46035	160
46037	53
46039	31
46041	18
46043	20
46045	36
46047	49
46049	18
46051	97
46053	35
46055	6
46057	80
46059	25
46061	37
46063	7
46065	96
46067	43
46069	9
46071	12
46073	6
46075	5
46077	36
46079	117
46081	132
46083	289
46085	15
46087	37
46089	17
46091	28
46093	205
46095	12
46097	19
46099	1152
46101	61
46103	719
46105	15
46107	11
46109	64
46111	15
46113	21
46115	81
46117	11
46119	7
46121	31
46123	58
46125	79
46127	137
46129	50
46135	157
46137	5
47001	2060
47003	1138
47005	690
47007	326
47009	6768
47011	3952
47013	1330
47015	358
47017	1117
47019	1783
47021	1550
47023	615
47025	947
47027	123
47029	1115
47031	2014
47033	384
47035	1248
47037	7677
47039	372
47041	470
47043	1462
47045	1360
47047	991
47049	429
47051	1346
47053	1493
47055	850
47057	538
47059	1885
47061	194
47063	1596
47065	7104
47067	81
47069	628
47071	842
47073	1536
47075	457
47077	847
47079	966
47081	653
47083	277
47085	744
47087	365
47089	1263
47091	442
47093	12413
47095	131
47097	715
47099	1252
47101	494
47103	1002
47105	1585
47107	1667
47109	813
47111	562
47113	2756
47115	1076
47117	999
47119	2559
47121	404
47123	1280
47125	3320
47127	154
47129	619
47131	1277
47133	533
47135	216
47137	134
47139	530
47141	1681
47143	991
47145	1982
47147	1971
47149	5292
47151	702
47153	291
47155	2800
47157	23810
47159	535
47161	416
47163	4644
47165	5170
47167	1893
47169	231
47171	480
47173	479
47175	113
47177	1142
47179	3081
47181	401
47183	1166
47185	898
47187	4547
47189	3263
48001	584
48003	192
48005	1136
48007	307
48009	168
48011	19
48013	479
48015	544
48017	61
48019	335
48021	1350
48023	41
48025	235
48027	5549
48029	31830
48031	115
48033	7
48035	244
48037	1694
48039	7298
48041	1875
48043	50
48045	13
48047	70
48049	734
48051	172
48053	645
48055	607
48057	270
48059	335
48061	3553
48063	232
48065	47
48067	438
48069	12
48071	460
48073	481
48075	67
48077	182
48079	30
48081	37
48083	117
48085	45973
48087	42
48089	309
48091	1991
48093	177
48095	26
48097	863
48099	1102
48101	10
48103	37
48105	21
48107	29
48109	6
48111	67
48113	60398
48115	91
48117	117
48119	151
48121	30230
48123	276
48125	25
48127	56
48129	34
48131	69
48133	279
48135	2442
48137	10
48139	5286
48141	15365
48143	558
48145	217
48147	614
48149	319
48151	45
48153	48
48155	15
48157	37951
48159	99
48161	269
48163	48
48165	98
48167	12135
48169	62
48171	388
48173	10
48175	90
48177	245
48179	309
48181	1833
48183	2924
48185	349
48187	2854
48189	262
48191	19
48193	159
48195	20
48197	52
48199	1233
48201	86949
48203	990
48205	36
48207	85
48209	2965
